V1A	V1B	V1C	V2A	V2B	V2C	V2D	V2E	V2F	V3A	V3B	V3C	V4A	V4B	V4C	V4D	V4E	V5A	V5B	SEX	ALTER	HERKU	FB
2	5	4	5	5	5	5	5	5	4	2	5	3	4	5	5	5	4	5	2	21	2	17
4	5	4	5	5	5	5	5	5	4	3	5	5	5	5	5	5	4	5	2	30	2	17
1	5	4	4	5	5	5	3	5	4	1	5	2	3	5	5	4	4	5	2	24	2	17
2	3	4	5	5	5	5	5	5	4	2	5	5	5	5	5	5	4	5	2	22	2	18
3	5	4	5	5	5	5	5	5	5	5	5	4	3	5	5	5	5	5	2	24	2	18
2	3	3	5	3	5	5	5	5	3	2	5	3	5	5	5	5	4	5	2	26	2	19
1	2	2	2	2	4	5	5	5	2	1	5	2	1	5	5	5	5	5	2	23	2	19
2	5	3	5	5	5	5	5	5	3	3	5	3	3	5	5	5	5	5	2	24	2	19
1	5	5	5	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	2	25	2	19
3	5	5	4	4	5	5	5	5	4	4	5	5	4	5	5	5	5	5	2	28	2	20
3	4	4	5	5	5	5	5	5	5	3	5	3	3	5	5	5	5	5	2	26	1	20
2	3	2	5	5	5	5	5	5	4	2	5	4	5	5	5	5	3	3	2	22	2	20
3	3	5	5	5	5	5	5	2	2	5	1	1	1	5	5	5	2	3	2	20	2	20
2	3	2	5	5	5	5	5	5	4	2	5	4	5	5	5	5	3	3	2	23	2	20
3	3	5	5	5	5	5	5	2	2	5	1	1	1	5	5	5	2	3	2	20	2	20
3	4	5	3	5	5	5	5	5	3	2	5	4	4	5	5	5	3	3	2	23	1	20
2	5	5	4	5	5	5	5	5	4	3	5	4	3	5	5	5	3	5	2	24	2	20
2	4	3	5	5	5	5	5	5	4	2	5	4	4	5	5	5	5	5	2	41	2	20
3	3	3	5	5	5	5	5	5	4	3	5	3	5	5	5	5	3	5	2	32	2	20
3	4	4	5	5	5	5	5	5	3	3	5	5	5	5	5	5	4	5	2	28	2	20
3	4	3	5	5	5	5	5	5	5	2	5	5	5	5	5	5	5	5	2	26	2	20
2	3	4	5	5	5	5	5	5	3	2	5	3	4	5	5	5	4	5	2	23	2	20
4	4	4	4	4	5	5	4	5	4	3	5	3	3	4	5	5	4	5	2	24	2	20
2	4	4	5	5	5	5	5	5	4	3	5	3	2	4	5	5	5	5	2	27	2	20
2	3	3	5	5	5	5	5	5	2	2	3	2	2	4	5	5	5	5	2	24	2	20
3	3	5	5	5	5	5	5	5	4	3	5	5	5	5	5	5	4	5	2	36	2	21
3	3	5	5	5	5	5	5	5	4	2	5	3	5	5	5	5	5	5	2	26	2	21
2	4	3	3	3	5	3	5	5	3	2	5	5	5	5	5	5	3	4	2	28	2	21
3	5	5	5	5	5	5	5	5	5	3	5	5	4	5	5	5	5	5	2	26	2	21
2	4	2	5	5	5	5	5	5	4	2	5	5	5	5	5	5	5	5	2	22	2	21
2	5	5	5	5	5	5	5	5	5	3	5	3	3	5	5	5	4	5	1	22	2	1
1	3	4	3	3	5	5	3	5	3	1	5	3	2	5	5	5	4	5	1	23	2	1
2	5	3	5	5	5	5	5	5	4	2	4	2	2	2	5	5	5	5	1	20	2	1
2	5	5	5	5	5	5	5	5	4	2	5	5	5	5	5	5	4	5	1	22	2	1
1	4	4	5	5	5	5	5	5	4	2	5	4	4	5	5	5	2	4	1	25	2	1
1	4	5	5	5	5	5	4	5	3	2	5	2	1	3	5	3	4	5	1	25	2	1
1	4	4	5	4	5	5	5	5	3	1	4	2	2	3	5	5	3	4	1	25	2	1
2	4	3	5	5	5	5	5	5	3	3	5	2	3	4	5	5	2	3	1	21	2	1
1	4	5	5	5	5	5	5	5	3	1	5	5	4	5	5	5	3	5	1	19	2	1
1	3	2	3	3	4	4	4	4	1	2	5	3	3	5	5	5	5	5	1	22	2	1
2	4	5	1	1	5	5	5	5	1	1	5	1	1	1	5	3	3	5	1	21	2	1
1	4	2	3	2	5	5	2	4	1	1	4	2	2	4	5	2	4	5	1	24	2	2
2	3	5	3	5	5	5	5	5	3	2	5	2	2	4	5	5	5	5	1	23	2	2
2	5	3	5	5	5	5	5	5	4	2	5	3	4	5	5	5	4	4	1	25	3	2
2	4	4	5	5	5	5	5	5	4	2	5	4	4	5	5	5	3	5	1	22	2	3
2	2	3	4	4	5	5	4	5	3	3	5	1	1	5	5	5	3	4	1	23	2	3
3	4	3	5	5	5	5	5	5	5	2	5	3	3	5	5	4	5	5	1	22	1	3
1	5	4	5	5	5	5	4	5	3	2	5	3	3	5	5	5	5	5	1	25	2	3
1	2	2	5	5	5	5	5	5	2	1	5	2	3	4	5	5	4	5	1	21	1	3
2	3	3	5	5	4	5	4	4	2	2	4	2	2	2	5	4	3	2	1	20	2	3
1	2	3	4	5	5	5	5	5	3	1	5	5	1	5	5	5	1	2	1	26	2	3
1	1	1	4	4	4	4	4	4	1	1	3	1	1	5	5	5	2	4	1	31	2	4
2	3	3	4	5	5	5	5	5	3	2	5	3	5	5	5	5	5	5	1	23	2	5
1	3	2	5	5	5	5	5	5	4	1	5	5	3	5	5	5	2	4	1	22	2	6
2	2	4	3	3	5	5	5	5	4	2	5	4	2	5	5	5	4	5	1	30	2	7
1	2	3	5	5	5	5	5	5	5	3	5	4	4	5	5	5	4	4	1	21	2	7
1	5	5	5	5	5	5	5	5	2	1	5	5	5	5	5	5	4	5	1	23	2	9
1	1	2	5	5	2	3	2	5	2	1	4	1	1	4	5	2	4	5	1	21	2	9
2	3	4	5	5	3	5	5	5	2	2	5	2	3	5	5	4	3	3	1	26	2	9
2	2	4	4	2	5	4	3	2	3	2	3	2	2	2	5	2	4	5	1	22	2	9
1	3	4	5	5	5	4	1	4	2	2	4	1	1	3	5	1	3	2	1	30	2	9
3	4	4	5	5	5	5	5	5	4	1	5	2	2	4	5	4	3	4	1	21	2	10
2	4	5	2	3	5	5	5	5	4	2	5	2	3	5	5	5	3	4	1	22	2	10
1	5	5	5	5	5	5	5	5	4	2	5	3	2	5	5	3	5	5	1	23	2	10
2	3	3	3	3	5	5	5	5	2	1	5	3	2	4	5	5	1	3	1	25	2	10
1	3	5	5	5	5	5	3	5	3	2	5	1	1	2	5	1	5	5	1	26	2	10
1	3	3	5	5	5	5	5	5	1	1	5	1	1	3	3	3	5	5	1	26	2	11
3	5	4	5	4	5	3	5	5	4	3	5	3	2	3	5	5	3	5	1	22	2	12
3	5	4	5	5	5	5	5	5	5	3	5	4	5	5	5	5	4	5	1	19	2	12
1	3	2	4	2	2	4	3	2	2	1	3	2	1	1	5	5	4	5	1	20	2	12
2	3	4	5	5	5	5	5	5	5	2	5	3	4	5	5	5	4	5	1	25	2	13
2	5	5	4	5	5	5	5	5	4	4	5	4	4	5	5	5	4	5	1	19	2	15
1	4	2	3	3	5	5	5	5	2	1	5	3	2	5	4	3	2	3	1	23	2	15
2	3	3	2	4	2	5	5	5	1	2	4	2	2	5	5	5	2	3	1	23	2	15
3	3	3	3	5	3	5	5	5	2	3	2	2	2	4	5	5	5	5	1	25	2	15
1	3	4	3	5	5	5	5	5	2	2	5	3	3	5	5	5	2	4	1	21	2	16
2	2	5	5	5	5	5	3	5	5	2	5	1	2	5	5	4	5	5	1	21	2	16
3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	24	2	16
2	3	5	5	5	5	5	5	5	3	2	4	3	3	5	5	3	2	2	1	25	2	16
2	4	4	5	5	5	5	5	5	3	2	5	3	4	5	5	5	3	5	1	24	2	16
2	3	3	5	5	5	5	5	5	5	2	5	3	3	4	5	5	3	4	1	20	2	17
3	4	4	5	5	5	5	5	5	3	3	3	2	2	4	4	5	3	5	1	21	2	17
2	4	5	5	2	5	5	5	5	2	2	5	2	3	5	5	5	3	5	1	21	2	17
2	4	2	5	5	5	5	5	5	3	3	5	3	3	5	5	5	4	5	1	22	2	17
2	4	3	5	5	5	5	5	5	3	2	5	4	3	4	5	5	4	5	1	26	2	19
3	3	3	4	5	5	5	5	5	3	2	5	2	2	5	5	5	1	2	1	23	2	19
2	4	3	5	5	5	5	5	5	2	2	5	2	2	3	5	5	5	4	1	21	2	20
1	4	4	5	5	5	5	5	5	2	1	5	3	4	5	5	5	3	5	1	20	2	20
2	4	2	4	5	5	5	5	5	4	2	5	4	2	5	5	5	4	4	1	24	2	20
4	4	4	5	5	5	5	5	5	4	3	5	4	4	5	5	5	2	4	1	23	2	20
5	5	5	5	5	5	5	5	5	4	4	5	4	5	5	5	5	4	5	1	22	2	20
2	3	2	5	5	5	5	5	5	3	2	5	5	5	5	5	5	2	4	1	23	2	20
3	5	3	5	5	5	5	5	5	4	3	5	4	3	5	5	5	2	4	1	22	2	20
3	5	4	5	5	5	5	5	5	4	3	5	4	4	5	5	5	3	5	1	27	2	20
3	5	5	5	5	5	5	5	5	3	3	5	3	3	5	5	5	5	5	1	24	2	21
1	5	5	4	4	5	5	5	5	2	2	5	4	4	5	5	5	3	5	1	24	2	21
1	5	4	4	5	5	5	4	5	4	3	5	2	2	3	5	4	5	5	1	26	2	21
1	5	3	5	5	5	5	5	5	3	3	5	2	3	4	5	5	5	5	1	23	2	21
2	5	4	5	5	5	5	5	5	3	1	5	5	5	5	5	5	4	5	1	28	2	21
1	1	5	5	5	5	5	5	5	3	1	5	2	1	2	5	5	1	1	2	31	2	1
2	4	4	5	5	5	5	5	5	3	2	4	2	3	5	5	5	3	3	2	21	2	1
2	4	5	5	5	5	5	5	5	3	1	5	4	1	5	5	5	3	2	2	23	2	1
3	5	5	5	5	5	5	5	5	4	3	5	5	5	5	5	5	2	4	2	28	2	1
2	2	2	5	5	5	5	5	5	2	2	5	5	5	5	5	5	5	5	2	25	2	1
1	3	2	3	2	3	3	5	3	1	1	4	2	2	5	5	4	4	4	2	24	2	1
2	3	4	5	5	5	5	5	5	4	2	2	3	4	4	5	5	4	5	2	28	2	1
3	5	3	5	5	5	5	5	5	4	3	5	4	3	5	5	5	4	5	2	24	1	1
2	2	5	5	5	5	5	5	5	4	2	5	5	5	5	5	5	3	4	2	25	2	1
3	5	3	3	5	5	5	5	5	3	3	5	5	3	3	5	5	4	5	2	24	1	1
2	4	3	4	5	5	5	5	5	4	2	5	5	5	5	5	5	2	5	2	25	2	1
1	5	5	1	2	5	5	5	5	3	2	5	3	2	5	5	5	3	5	2	24	2	1
2	5	5	3	3	5	5	5	5	4	3	5	4	4	5	2	5	1	2	2	24	2	1
2	3	2	2	3	5	5	2	2	2	2	3	1	1	3	4	5	2	4	2	24	2	1
2	4	5	4	5	5	5	5	5	3	2	5	5	5	5	5	5	3	4	2	24	1	1
1	3	3	2	5	3	5	5	5	1	1	1	1	1	5	5	5	1	5	2	26	2	1
2	3	4	5	3	5	5	5	5	4	2	5	3	4	5	5	5	4	5	2	25	2	1
5	5	4	5	5	5	5	5	5	5	4	5	5	5	5	5	5	4	5	2	23	2	1
1	1	4	1	5	3	4	2	2	1	3	2	1	1	3	4	2	2	4	2	25	2	1
1	5	2	2	1	5	4	3	4	3	1	5	2	2	3	4	3	3	4	2	22	2	1
2	3	3	2	3	2	5	3	5	2	2	3	2	2	2	3	2	4	5	2	26	2	1
2	5	3	5	4	5	5	5	5	4	2	5	4	3	5	5	5	2	3	2	23	2	1
2	4	3	4	5	5	5	5	5	2	2	5	4	3	3	5	5	2	4	2	31	2	1
1	5	5	4	4	5	5	5	5	2	1	3	3	3	5	5	5	4	4	2	25	2	1
3	5	3	5	5	5	5	5	5	4	2	4	5	5	5	5	5	4	5	2	27	2	1
3	5	5	5	5	5	5	5	5	4	3	5	5	4	5	5	5	4	5	2	24	2	1
2	4	2	2	3	3	2	5	5	2	2	5	4	2	4	5	5	4	5	2	25	1	1
2	2	4	5	5	5	5	5	5	2	2	5	2	2	4	5	5	4	4	2	24	2	1
2	4	4	5	5	5	5	4	5	3	3	5	2	2	4	5	5	4	5	2	24	2	1
1	2	2	1	1	5	4	3	5	1	1	3	1	1	4	5	2	4	5	2	22	2	1
1	2	2	2	2	5	4	5	5	1	1	5	2	2	5	5	5	4	4	2	22	1	1
1	1	4	5	5	5	5	3	4	2	1	4	2	2	2	2	2	5	5	2	21	2	1
2	2	3	4	5	5	5	3	5	1	1	5	1	1	5	5	4	1	2	2	21	2	1
2	3	3	5	2	5	5	5	5	2	2	5	5	4	5	5	5	2	4	2	21	2	1
1	1	2	3	5	5	5	5	5	1	1	5	3	1	4	5	5	1	1	2	22	2	1
3	5	4	5	5	5	5	5	5	4	3	5	5	3	5	5	5	3	4	2	21	2	1
3	3	4	5	5	5	5	3	5	3	3	5	3	2	4	5	3	3	3	2	20	2	1
1	4	1	3	1	1	1	1	2	1	4	1	1	1	2	4	1	5	5	2	20	2	1
2	4	4	5	5	5	5	5	5	3	2	4	3	2	4	2	5	3	4	2	21	2	1
1	1	3	3	3	2	4	1	1	1	1	2	1	1	1	4	1	1	2	2	24	2	1
1	2	2	1	4	4	5	2	4	1	1	4	1	1	4	5	4	2	2	2	21	2	1
2	5	3	5	5	3	5	5	5	2	2	5	5	5	5	5	5	4	5	2	22	2	1
2	4	4	5	5	5	5	5	5	4	1	5	4	2	4	5	5	2	4	2	23	2	1
2	4	4	3	3	5	5	5	5	2	2	5	3	3	5	5	5	3	4	2	21	2	1
2	4	2	5	5	5	5	5	5	3	2	5	3	2	5	5	5	3	4	2	21	2	1
1	1	3	2	2	4	4	2	5	1	1	2	1	1	1	1	1	1	1	2	21	2	1
1	2	2	2	2	5	5	4	5	1	2	5	2	2	2	5	3	3	4	2	22	2	1
1	1	3	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	2	21	2	1
2	5	5	5	5	5	5	5	5	4	2	4	3	3	4	5	5	4	5	2	26	2	1
2	3	3	4	4	4	4	4	4	3	3	3	3	3	3	3	3	4	4	2	24	1	2
3	3	3	3	4	5	5	4	5	1	1	5	1	1	5	5	5	3	4	2	28	2	2
1	2	2	4	4	4	4	4	4	2	1	2	1	1	1	2	3	4	4	2	23	2	2
3	5	5	5	5	5	5	5	5	3	2	5	4	3	3	5	3	4	4	2	21	2	2
1	3	2	2	2	5	5	3	4	1	1	4	1	1	4	5	1	4	4	2	21	1	2
2	3	5	3	5	5	5	5	5	4	2	5	4	2	5	5	5	3	4	2	22	2	2
1	1	1	3	1	4	3	3	5	1	1	4	1	1	2	3	1	1	1	2	21	2	2
2	3	2	5	5	5	5	5	5	4	2	4	3	1	4	5	5	4	3	2	21	2	2
3	5	3	5	5	5	5	5	5	3	2	5	4	3	5	5	5	2	4	2	22	2	2
2	4	3	4	5	5	5	5	5	2	2	5	2	2	3	5	5	3	5	2	22	2	2
2	4	4	5	5	5	5	5	5	4	2	5	2	2	3	5	5	2	4	2	22	2	2
3	5	2	5	5	5	5	5	5	4	2	3	2	2	2	5	5	4	5	2	23	2	2
2	5	3	3	5	5	5	5	5	3	3	5	5	3	5	5	5	5	5	2	22	2	2
3	4	3	5	3	5	5	5	5	2	2	4	3	2	4	4	5	4	5	2	23	3	2
2	3	2	3	5	5	5	4	5	2	2	5	3	3	5	5	5	2	3	2	23	2	2
2	4	3	3	3	4	5	5	5	2	2	4	2	1	4	5	4	2	3	2	23	2	2
3	3	3	3	3	5	5	5	5	3	4	5	3	2	3	5	5	3	3	2	22	2	2
2	2	2	3	1	3	4	3	5	2	2	5	3	2	5	5	4	4	4	2	26	2	2
1	3	2	4	2	5	5	3	5	1	2	5	3	2	3	5	3	1	2	2	24	2	2
1	3	1	1	1	1	4	4	2	2	2	1	1	1	1	1	3	2	4	2	21	2	2
3	5	2	5	5	5	5	5	5	5	2	5	3	2	2	4	5	5	5	2	20	2	2
2	4	4	5	5	5	5	4	5	3	1	4	2	2	5	5	4	4	5	2	23	2	2
3	5	4	2	3	5	4	4	5	3	2	4	3	4	5	5	4	5	5	2	25	2	2
1	3	3	3	4	5	5	5	5	3	2	5	3	2	3	5	5	3	2	2	24	2	2
2	3	3	5	3	5	5	5	5	2	2	5	2	2	4	5	5	3	4	2	23	2	2
2	5	3	4	5	5	5	5	5	3	2	5	3	2	5	5	5	4	5	2	25	2	2
2	3	4	3	5	5	5	5	5	3	2	5	5	5	5	5	5	2	4	2	27	2	2
3	2	3	4	4	4	5	4	4	2	1	4	1	1	4	5	3	5	4	2	27	2	2
1	3	3	2	3	5	5	3	5	2	2	5	2	2	3	5	3	3	5	2	27	2	2
3	3	5	5	5	5	5	5	5	4	4	5	3	4	5	5	5	3	4	2	22	2	2
3	4	4	5	5	4	5	5	5	2	2	5	5	5	5	5	5	4	5	2	26	2	2
1	4	1	5	5	5	5	5	5	3	1	5	2	2	5	5	5	5	5	2	22	2	2
4	4	4	5	5	5	5	5	5	4	3	5	4	3	5	5	5	4	5	2	26	2	2
2	3	2	5	5	5	5	5	5	4	2	5	3	2	5	5	5	4	5	2	25	2	2
2	3	3	3	3	5	5	5	5	1	1	5	3	1	4	5	5	1	1	2	23	2	2
1	2	2	5	5	5	5	5	5	2	1	5	1	1	5	5	3	4	4	2	28	2	2
3	2	4	4	5	5	5	3	5	2	2	5	2	2	4	5	3	1	1	2	23	2	2
1	3	2	4	3	5	5	5	5	1	1	5	2	2	4	5	5	5	4	2	27	2	2
2	4	4	4	4	4	4	5	5	3	2	4	2	2	4	5	4	3	4	2	25	2	2
2	4	3	4	5	5	5	5	5	3	2	5	3	2	2	5	5	2	5	2	23	2	2
1	3	2	3	4	4	5	2	3	2	1	2	2	1	4	5	2	4	4	2	24	2	2
2	2	2	2	5	5	5	5	5	2	1	3	1	1	1	4	4	3	3	2	20	2	3
1	5	3	2	2	2	2	2	3	2	2	2	1	1	2	3	2	2	3	2	23	2	3
3	2	3	3	5	5	4	4	5	2	2	5	3	2	4	4	3	3	2	2	23	2	3
2	2	3	4	4	5	5	4	4	3	1	5	1	1	2	5	4	2	3	2	21	2	3
2	2	4	3	5	5	5	5	5	1	1	5	2	1	3	5	5	5	5	2	23	2	3
2	5	4	5	5	5	5	5	5	3	2	5	3	3	5	5	5	3	4	2	23	2	3
3	4	4	5	5	5	5	5	5	3	2	5	3	2	3	5	5	5	5	2	21	2	3
2	3	3	2	2	5	5	2	4	2	1	3	1	1	1	4	2	2	3	2	22	2	3
2	3	3	4	2	3	2	2	3	1	1	2	1	1	1	3	1	4	4	2	22	2	3
2	3	3	3	3	5	5	5	5	1	2	4	2	2	2	5	5	4	4	2	20	2	3
2	4	4	4	5	5	5	5	5	4	2	5	3	3	5	5	5	3	4	2	22	2	3
2	4	4	4	4	5	5	2	5	4	2	5	1	1	3	5	2	2	4	2	23	2	3
2	5	4	5	4	5	5	5	5	3	2	5	3	3	4	5	5	5	5	2	20	1	3
1	3	4	2	2	5	5	1	5	1	1	5	1	1	1	5	1	5	1	2	21	2	3
2	4	4	5	5	5	5	5	5	2	2	5	5	2	4	5	5	4	5	2	22	2	3
2	3	3	2	2	5	5	2	5	1	1	5	2	2	5	5	5	4	5	2	21	2	3
2	4	3	5	5	5	5	5	5	3	2	5	2	2	5	5	5	4	5	2	22	2	3
2	4	3	5	5	5	5	5	5	4	1	5	5	5	5	5	5	5	5	2	22	2	3
1	3	3	3	4	5	5	5	5	2	2	5	4	4	5	5	5	4	5	2	26	2	3
2	2	4	4	4	5	5	4	5	1	1	5	2	2	4	4	5	5	5	2	24	2	3
2	3	3	2	3	5	5	4	5	1	2	5	4	1	4	5	4	1	4	2	24	2	3
1	3	4	3	3	5	5	5	5	3	2	5	4	4	4	4	4	4	5	2	24	2	3
2	5	2	5	5	5	5	5	5	4	4	5	5	5	5	5	5	4	5	2	30	2	3
2	4	4	4	5	5	5	5	5	3	3	5	2	2	5	5	5	3	4	2	23	2	3
2	5	4	5	5	5	5	5	5	4	2	5	4	4	5	5	5	5	5	2	24	2	3
2	5	3	5	5	5	5	5	5	5	3	5	2	2	5	5	5	5	5	2	31	3	3
1	3	5	3	5	5	5	5	5	3	1	5	2	2	4	5	5	4	4	2	21	2	3
1	2	1	5	5	5	5	4	5	2	1	5	3	1	5	5	4	4	5	2	28	2	3
1	3	4	5	5	5	5	5	5	3	2	5	3	2	5	5	5	3	3	2	27	2	3
1	2	2	4	5	5	5	4	5	2	1	5	3	1	5	5	3	3	5	2	28	2	3
1	2	4	2	5	5	5	3	5	4	1	5	1	1	5	5	1	4	4	2	26	2	3
2	3	4	5	5	5	5	5	5	3	2	5	4	3	5	3	5	3	5	2	25	2	3
2	5	5	5	5	5	5	5	5	4	2	5	4	4	5	3	5	4	4	2	30	3	3
2	5	4	5	5	5	5	5	5	3	4	5	4	2	5	5	5	4	4	2	22	2	3
2	5	5	5	5	5	5	5	5	5	3	5	5	3	5	5	5	5	5	2	28	2	3
2	3	3	4	5	3	5	4	5	3	2	5	3	3	4	5	5	4	4	2	25	2	3
2	3	4	4	4	5	5	4	5	3	3	5	4	3	5	5	5	4	5	2	25	2	3
2	2	3	3	4	4	4	3	4	1	1	3	1	1	3	4	2	2	4	2	30	2	3
2	4	3	3	5	5	5	5	5	3	2	5	4	2	3	5	4	4	4	2	24	2	3
1	5	2	3	5	5	4	4	5	1	1	3	3	3	5	5	4	5	5	2	29	2	4
2	2	2	1	2	5	5	5	5	2	1	5	5	2	5	5	5	5	5	2	23	2	4
2	4	4	5	5	5	5	5	5	2	2	5	1	2	2	5	5	4	4	2	29	2	4
1	1	1	1	1	2	3	1	5	1	1	2	1	1	1	1	1	2	4	2	23	2	4
3	5	5	2	3	5	5	5	5	3	2	5	3	5	5	5	5	5	5	2	25	2	4
2	4	5	4	5	5	5	5	5	2	2	5	2	2	3	5	3	2	4	2	24	2	4
2	4	4	5	5	5	5	5	5	4	2	5	2	2	5	5	5	5	5	2	26	2	4
3	5	5	5	4	5	5	5	5	4	2	5	4	3	5	5	5	3	4	2	22	1	5
1	5	3	5	5	5	5	5	5	2	2	5	3	3	3	5	5	5	5	2	20	2	5
2	2	4	4	5	5	5	5	5	3	2	5	2	1	5	5	5	1	1	2	20	2	5
2	5	3	5	5	5	5	5	5	4	3	2	3	4	5	5	4	5	5	2	33	2	5
2	3	3	5	5	5	5	4	5	3	3	5	2	2	3	5	5	3	3	2	28	2	5
1	3	2	4	4	5	5	5	5	1	2	4	3	2	5	5	5	3	3	2	23	2	5
2	4	4	3	5	5	5	3	5	2	2	5	2	2	4	4	2	4	4	2	26	2	5
1	3	5	4	5	5	5	5	5	5	2	5	5	3	5	5	5	3	4	2	25	2	5
2	5	5	4	5	5	5	5	5	5	2	5	3	3	5	5	5	4	5	2	23	2	5
1	4	2	3	3	5	5	5	5	2	1	5	3	1	5	5	5	5	5	2	25	2	5
2	3	2	5	5	5	5	5	5	2	2	5	5	5	5	5	5	3	4	2	19	2	6
2	4	4	4	4	5	5	4	5	3	2	4	2	2	4	5	5	4	4	2	22	2	6
2	3	5	5	5	5	5	5	5	1	2	5	3	3	3	5	5	1	1	2	20	2	6
1	3	2	5	5	5	5	4	5	1	1	4	2	2	4	5	4	5	5	2	22	2	6
2	4	4	5	3	5	5	5	5	2	3	5	3	4	5	5	5	3	3	2	25	2	6
2	5	5	5	5	5	5	5	5	5	2	5	5	5	5	5	5	5	5	2	30	2	6
2	3	3	2	5	5	5	5	5	1	1	5	2	1	5	5	5	1	1	2	23	2	6
2	5	3	5	3	5	5	5	5	3	4	5	2	2	5	5	5	5	5	2	26	2	6
2	4	4	4	4	4	4	4	4	3	2	5	3	5	5	5	5	2	2	2	23	2	6
1	3	3	4	5	5	5	3	5	1	1	5	1	1	2	4	1	3	3	2	25	2	6
1	3	4	3	3	5	5	5	5	2	2	5	2	2	5	5	5	4	4	2	25	2	6
1	1	2	2	2	3	3	1	5	1	1	1	1	1	5	5	2	3	5	2	27	2	6
1	5	3	5	5	5	5	5	5	3	2	5	3	5	5	5	5	4	5	2	32	2	6
3	5	4	3	3	5	5	5	5	4	2	5	5	5	5	5	5	3	4	2	22	2	7
2	3	4	5	5	5	5	5	5	3	1	5	3	2	4	5	5	2	3	2	22	2	7
1	2	2	5	5	5	5	5	5	1	1	5	2	2	5	5	5	4	5	2	29	2	7
1	3	5	5	5	5	5	5	5	5	1	5	3	1	5	5	5	4	4	2	24	2	9
3	5	5	5	5	5	5	5	5	4	3	5	4	4	5	5	5	5	4	2	36	2	9
1	2	3	4	5	5	5	1	4	3	1	4	2	1	4	2	1	2	3	2	24	2	9
2	4	5	3	3	5	5	5	5	3	2	5	5	5	5	5	5	3	4	2	21	2	9
2	2	4	3	2	5	5	4	5	1	1	5	2	2	4	5	5	2	4	2	21	2	9
1	5	5	5	5	5	5	5	5	3	1	5	1	3	1	5	5	4	5	2	23	2	9
1	1	2	4	4	5	5	5	5	1	1	5	5	4	5	5	5	3	4	2	19	2	9
2	3	4	5	5	5	5	3	5	2	2	5	3	4	4	5	4	4	2	2	19	2	9
1	4	3	2	5	5	5	5	5	2	2	5	4	5	5	5	5	1	2	2	21	2	9
2	3	4	4	4	5	5	5	5	2	3	5	3	3	5	5	5	2	3	2	21	2	9
2	4	5	5	5	5	5	5	5	4	2	5	4	5	5	5	5	4	3	2	25	2	9
1	3	3	3	5	5	5	3	5	2	1	4	3	1	4	4	3	2	4	2	22	2	9
2	4	2	5	5	5	5	5	5	2	2	4	2	3	5	5	5	3	4	2	25	2	9
3	4	4	5	5	5	5	5	5	4	1	5	5	5	5	5	5	1	2	2	19	2	9
2	5	5	3	5	5	5	5	5	5	2	5	4	4	4	5	5	3	4	2	22	2	9
2	3	3	5	5	5	5	5	5	5	2	5	3	3	5	5	5	4	4	2	31	2	9
2	2	4	5	5	5	5	5	5	3	2	5	3	2	3	5	4	2	3	2	20	2	9
1	3	5	2	3	5	5	5	5	2	1	3	2	2	3	5	5	5	5	2	22	2	9
1	5	5	5	5	5	5	5	5	2	2	5	3	2	5	5	5	5	5	2	32	3	9
2	3	3	4	5	5	5	4	5	1	1	5	2	2	5	5	5	2	2	2	27	2	9
1	1	2	1	2	5	4	2	5	1	1	3	1	1	3	5	3	4	4	2	23	2	9
1	2	3	3	4	5	5	5	5	2	2	5	4	4	5	5	5	4	4	2	24	2	9
1	3	4	5	5	5	5	5	5	2	1	4	2	3	5	5	5	4	4	2	23	2	9
1	3	5	5	5	5	5	5	5	3	2	5	4	5	5	5	5	5	5	2	28	2	9
2	4	3	5	5	5	5	5	5	3	2	5	4	3	5	5	5	2	4	2	27	2	9
2	3	5	4	5	5	5	5	5	1	1	5	3	1	1	5	5	1	1	2	22	2	9
2	4	5	2	5	5	3	5	5	3	2	5	4	3	5	5	5	4	5	2	24	2	9
2	3	4	5	5	5	5	5	5	3	2	5	2	2	4	5	5	3	4	2	22	2	9
2	2	5	5	5	5	5	5	5	3	2	5	1	1	4	5	5	4	5	2	27	2	9
3	4	5	5	5	5	5	5	5	4	3	5	3	4	5	5	5	5	5	2	24	2	9
2	3	3	5	5	5	5	5	5	3	2	5	3	2	4	5	5	3	4	2	27	2	9
2	4	3	3	4	5	5	5	5	3	2	5	5	3	5	5	5	3	5	2	24	2	9
1	5	5	5	5	5	5	5	5	4	2	5	5	5	5	5	5	5	5	2	28	2	9
3	5	5	5	5	5	5	5	5	5	3	5	5	3	5	5	5	4	4	2	24	2	9
2	4	3	3	5	5	5	5	5	3	2	4	5	5	5	5	5	3	5	2	25	2	9
4	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	2	33	2	9
3	5	5	5	5	5	5	5	5	5	4	5	5	4	5	5	5	5	5	2	28	2	9
2	4	3	5	5	5	5	5	5	3	1	5	5	3	5	5	5	4	5	2	21	2	10
2	4	4	4	4	5	5	5	5	2	2	4	3	2	4	5	5	4	5	2	19	2	10
2	2	5	5	4	5	5	5	5	2	2	5	5	5	5	5	5	2	2	2	22	2	10
2	4	5	5	5	5	5	5	4	1	1	3	2	2	4	5	5	3	5	2	22	2	10
